,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
471574,Abutilon cunninghamii Benth.,Abutilon indicum subsp. indicum,Abutilon indicum subsp. indicum,Abutilon indicum subsp. indicum,Abutilon indicum (L.) Sweet,Abutilon cunninghamii Benth.,Abutilon cunninghamii Benth.
471987,Aconitum metajaponicum Nakai,Aconitum japonicum subsp. japonicum,Aconitum japonicum subsp. japonicum,Aconitum japonicum subsp. japonicum,Aconitum japonicum Thunb.,Aconitum metajaponicum Nakai,Aconitum metajaponicum Nakai
471989,Aconitum uncinatum var. japonicum Regel,Aconitum japonicum subsp. japonicum,Aconitum japonicum subsp. japonicum,Aconitum japonicum subsp. japonicum,Aconitum japonicum Thunb.,Aconitum metajaponicum Nakai,Aconitum metajaponicum Nakai
472353,Aglaia ferruginea C.T.White & W.D.Francis,Aglaia tomentosa subsp. tomentosa,Aglaia tomentosa subsp. tomentosa,Aglaia tomentosa subsp. tomentosa,Aglaia tomentosa Teijsm. & Binn.,Aglaia ferruginea C.T.White & W.D.Francis,Aglaia ferruginea C.T.White & W.D.Francis
472488,Bucholzia polygonoides var. diffusa Mart.,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides A.St.-Hil.,Alternanthera ficoidea (L.) P.Beauv.,Alternanthera ficoidea (L.) P.Beauv.
472567,Amaranthus pseudoretroflexus (Thell.) Almq.,Amaranthus hybridus subsp. hybridus,Amaranthus hybridus subsp. hybridus,Amaranthus hybridus subsp. hybridus,Amaranthus hybridus L.,Amaranthus powellii S.Watson,Amaranthus powellii S.Watson
473404,Atriplex laciniata subsp. elongata (Guss.) Arcang.,Atriplex prostrata subsp. prostrata,Atriplex prostrata subsp. prostrata,Atriplex prostrata subsp. prostrata,Atriplex prostrata Boucher ex DC.,Atriplex patula subsp. patula,Atriplex patula L.
473672,Berberis maximowiczii Regel,Berberis vulgaris subsp. vulgaris,Berberis vulgaris subsp. vulgaris,Berberis vulgaris subsp. vulgaris,Berberis vulgaris L.,Berberis thunbergii DC.,Berberis thunbergii DC.
473720,Bergenia biflora var. hawortiana (Ser.) Engl.,Bergenia crassifolia var. crassifolia,Bergenia crassifolia var. crassifolia,Bergenia crassifolia var. crassifolia,Bergenia crassifolia (L.) Fritsch,Bergenia × media (Haw.) Engl.,Bergenia × media (Haw.) Engl.
473784,Biscutella laevigata var. riberensis O.Bolòs & Masclans,Biscutella laevigata subsp. laevigata,Biscutella laevigata subsp. laevigata,Biscutella laevigata subsp. laevigata,Biscutella laevigata L.,Biscutella dufourii subsp. riberensis (O.Bolòs & Masclans) Mateo,Biscutella dufourii G.Mateo & M.B.Crespo
473857,Bistorta vulgaris var. nitens (Fisch. & C.A.Mey.) Nakai,Bistorta officinalis subsp. officinalis,Bistorta officinalis subsp. officinalis,Bistorta officinalis subsp. officinalis,Bistorta officinalis Delarbre,"Bistorta elliptica (Willd. ex Spreng.) V.V.Petrovsky, D.F.Murray & Elven","Bistorta elliptica (Willd. ex Spreng.) V.V.Petrovsky, D.F.Murray & Elven"
473892,Blackstonia perfoliata var. ponsii (Pau) O.Bolòs & Vigo,Blackstonia perfoliata subsp. perfoliata,Blackstonia perfoliata subsp. perfoliata,Blackstonia perfoliata subsp. perfoliata,Blackstonia perfoliata (L.) Huds.,Blackstonia grandiflora (Viv.) Maire,Blackstonia grandiflora (Viv.) Maire
474021,Chilianthus corrugatus (Benth.) Benth.,Buddleja corrugata subsp. corrugata,Buddleja corrugata subsp. corrugata,Buddleja corrugata subsp. corrugata,Buddleja corrugata M.E.Jones,Buddleja loricata Leeuwenb.,Buddleja loricata Leeuwenb.
474353,Camellia stenophylla Kobuski,Camellia fluviatilis var. fluviatilis,Camellia fluviatilis var. fluviatilis,Camellia fluviatilis var. fluviatilis,Camellia fluviatilis Hand.-Mazz.,Camellia kissi var. stenophylla (Kobuski) Sealy,Camellia kissi Wall.
474457,Lipara nigra (Lour.) Lour. ex Gomes Mach.,Canarium asperum subsp. asperum,Canarium asperum subsp. asperum,Canarium asperum subsp. asperum,Canarium asperum Benth.,Canarium pimela K.D.Koenig,Canarium pimela K.D.Koenig
474794,Capsella bursa-pastoris rubella (Reut.) E.B.Almq.,Capsella bursa-pastoris subsp. bursa-pastoris,Capsella bursa-pastoris subsp. bursa-pastoris,Capsella bursa-pastoris subsp. bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Capsella rubella Reut.,Capsella rubella Reut.
474891,Capsicum angustifolium Dunal,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum L.,Capsicum annuum var. aviculare (Dierb.) D'Arcy & Eschbaugh,Capsicum annuum L.
474896,Capsicum microcarpum var. tomentosum Chodat & Hassl.,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum L.,Capsicum rabenii Sendtn.,Capsicum rabenii Sendtn.
474897,Capsicum microphyllum Dunal,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum L.,Capsicum annuum var. aviculare (Dierb.) D'Arcy & Eschbaugh,Capsicum annuum L.
474899,Capsicum conicum Vell.,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum var. baccatum,Capsicum baccatum L.,Capsicum chinense Jacq.,Capsicum chinense Jacq.
474935,Ligusticum apiifolium Desf.,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum (Viv.) Grande,Cnidium silaifolium (Jacq.) Simonk.,Cnidium silaifolium (Jacq.) Simonk.
475136,Erythraea latifolia var. pseudolinariifolia Rouy,Centaurium erythraea subsp. erythraea,Centaurium erythraea subsp. erythraea,Centaurium erythraea subsp. erythraea,Centaurium erythraea Rafn,Centaurium tenuiflorum subsp. tenuiflorum,Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch
475585,Chrysosplenium alternifolium f. iowense (Rydb.) Rosend.,Chrysosplenium alternifolium subsp. alternifolium,Chrysosplenium alternifolium subsp. alternifolium,Chrysosplenium alternifolium subsp. alternifolium,Chrysosplenium alternifolium L.,Chrysosplenium iowense Rydb.,Chrysosplenium iowense Rydb.
475586,Chrysosplenium alternifolium var. iowense (Rydb.) B.Boivin,Chrysosplenium alternifolium subsp. alternifolium,Chrysosplenium alternifolium subsp. alternifolium,Chrysosplenium alternifolium subsp. alternifolium,Chrysosplenium alternifolium L.,Chrysosplenium iowense Rydb.,Chrysosplenium iowense Rydb.
475608,Oenothera multijuga var. typica Munz,Chylismia walkeri subsp. walkeri,Chylismia walkeri subsp. walkeri,Chylismia walkeri subsp. walkeri,Chylismia walkeri A.Nelson,Chylismia multijuga (S.Watson) Small,Chylismia multijuga (S.Watson) Small
475671,Cistus elongatus Vahl,Cistus lasianthus subsp. lasianthus,Cistus lasianthus subsp. lasianthus,Cistus lasianthus subsp. lasianthus,Cistus lasianthus Lam.,Cistus ocymoides Lam.,Cistus ocymoides Lam.
475687,Godetia amoena var. concolor Jeps.,Clarkia gracilis subsp. gracilis,Clarkia gracilis subsp. gracilis,Clarkia gracilis subsp. gracilis,Clarkia gracilis (Piper) A.Nelson & J.F.Macbr.,Clarkia lassenensis (Eastw.) F.H.Lewis & M.E.Lewis,Clarkia lassenensis (Eastw.) F.H.Lewis & M.E.Lewis
476392,Corydalis libanotica Hochst.,Corydalis erdelii subsp. erdelii,Corydalis erdelii subsp. erdelii,Corydalis erdelii subsp. erdelii,Corydalis erdelii Zucc.,Corydalis triternata Zucc.,Corydalis triternata Zucc.
476436,Pistolochia solida subsp. laxa (Fr.) Soják,Corydalis solida subsp. solida,Corydalis solida subsp. solida,Corydalis solida subsp. solida,Corydalis solida (L.) Clairv.,Corydalis × laxa Fr.,Corydalis × laxa Fr.
476457,Corydalis remota var. ternata Makino,Corydalis turtschaninovii subsp. turtschaninovii,Corydalis turtschaninovii subsp. turtschaninovii,Corydalis turtschaninovii subsp. turtschaninovii,Corydalis turtschaninovii Besser,Corydalis lineariloba var. lineariloba,Corydalis lineariloba Siebold & Zucc.
476460,Corydalis remota Fisch. ex Maxim.,Corydalis turtschaninovii subsp. turtschaninovii,Corydalis turtschaninovii subsp. turtschaninovii,Corydalis turtschaninovii subsp. turtschaninovii,Corydalis turtschaninovii Besser,Corydalis lineariloba Siebold & Zucc.,Corydalis lineariloba Siebold & Zucc.
477539,Dianthus pungens Gren. & Godr.,Dianthus furcatus subsp. furcatus,Dianthus furcatus subsp. furcatus,Dianthus furcatus subsp. furcatus,Dianthus furcatus Balb.,"Dianthus pungens subsp. ruscinonensis (Boiss.) M.Bernal, Laínz & Muñoz Garm.",Dianthus pungens L.
477556,Dianthus hyssopifolius subsp. monspessulanus (L.) Graebn. & P.Graebn.,Dianthus hyssopifolius subsp. hyssopifolius,Dianthus hyssopifolius subsp. hyssopifolius,Dianthus hyssopifolius subsp. hyssopifolius,Dianthus hyssopifolius L.,Dianthus monspessulanus L.,Dianthus monspessulanus L.
477581,Dianthus monspeliacus L.,Dianthus monspessulanus subsp. monspessulanus,Dianthus monspessulanus subsp. monspessulanus,Dianthus monspessulanus subsp. monspessulanus,Dianthus monspessulanus L.,Dianthus hyssopifolius subsp. hyssopifolius,Dianthus hyssopifolius L.
477602,Dianthus insignitus Timb.-Lagr.,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens L.,Dianthus benearnensis Loret,Dianthus benearnensis Loret
477635,Dianthus caryophyllus var. inodorus L.,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris Wulfen,Dianthus inodorus (L.) Gaertn.,Dianthus inodorus (L.) Gaertn.
477643,Dianthus inodorus (L.) Gaertn.,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris subsp. sylvestris,Dianthus sylvestris Wulfen,Dianthus inodorus (L.) Gaertn.,Dianthus inodorus (L.) Gaertn.
477732,Isopyrum makinoi Nakai,Dichocarpum auriculatum var. auriculatum,Dichocarpum auriculatum var. auriculatum,Dichocarpum auriculatum var. auriculatum,Dichocarpum auriculatum (Franch.) W.T.Wang & P.K.Hsiao,Dichocarpum nipponicum (Franch.) W.T.Wang & P.K.Hsiao,Dichocarpum nipponicum (Franch.) W.T.Wang & P.K.Hsiao
477809,Euphoria leichhardtii var. hebepetala Benth.,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan Lour.,Arytera foveolata F.Muell.,Arytera foveolata F.Muell.
477816,Arytera leichhardtii var. hebepetala (Benth.) Radlk.,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan Lour.,Arytera foveolata F.Muell.,Arytera foveolata F.Muell.
478371,Echium balearicum Porta,Echium italicum subsp. italicum,Echium italicum subsp. italicum,Echium italicum subsp. italicum,Echium italicum L.,Echium asperrimum Lam.,Echium asperrimum Lam.
478466,Monocera robusta Miq.,Elaeocarpus obtusus subsp. obtusus,Elaeocarpus obtusus subsp. obtusus,Elaeocarpus obtusus subsp. obtusus,Elaeocarpus obtusus Blume,Elaeocarpus miquelii Hochr.,Elaeocarpus miquelii Hochr.
478509,Elaeocarpus nitidus var. leptostachyus (Wall. ex Müll.Berol.) King,Elaeocarpus robustus var. robustus,Elaeocarpus robustus var. robustus,Elaeocarpus robustus var. robustus,Elaeocarpus robustus Roxb.,Elaeocarpus tectorius (Lour.) Poir.,Elaeocarpus tectorius (Lour.) Poir.
478510,Elaeocarpus leptostachyus Wall. ex Müll.Berol.,Elaeocarpus robustus var. robustus,Elaeocarpus robustus var. robustus,Elaeocarpus robustus var. robustus,Elaeocarpus robustus Roxb.,Elaeocarpus tectorius (Lour.) Poir.,Elaeocarpus tectorius (Lour.) Poir.
479073,Eriogonum capistratum Reveal,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae Reveal,Eriogonum capistratum Reveal,Eriogonum capistratum Reveal
479074,Eriogonum capistratum var. muhlickii Reveal,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae Reveal,Eriogonum meledonum Reveal,Eriogonum meledonum Reveal
479075,Eriogonum capistratum var. welshii Reveal,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae Reveal,Eriogonum capistratum Reveal,Eriogonum capistratum Reveal
479076,Eriogonum verrucosum Reveal,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae Reveal,Eriogonum capistratum Reveal,Eriogonum capistratum Reveal
479077,Eriogonum meledonum Reveal,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae var. crosbyae,Eriogonum crosbyae Reveal,Eriogonum meledonum Reveal,Eriogonum meledonum Reveal
479736,Eurya latifolia variegata Veitch ex J.Dix,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica Thunb.,Cleyera japonica var. japonica,Cleyera japonica Thunb.
480503,Gentiana japonica Maxim.,Gentiana thunbergii var. thunbergii,Gentiana thunbergii var. thunbergii,Gentiana thunbergii var. thunbergii,Gentiana thunbergii (G.Don) Griseb.,Gentiana zollingeri subsp. zollingeri,Gentiana zollingeri Fawc.
480624,Gilia achilleifolia var. tomentosa Eastw. ex Brand,Gilia achilleifolia subsp. achilleifolia,Gilia achilleifolia subsp. achilleifolia,Gilia achilleifolia subsp. achilleifolia,Gilia achilleifolia Benth.,Gilia capitata subsp. tomentosa (Eastw. ex Brand) V.E.Grant,Gilia capitata Sims
480978,Gymnocalycium catamarcense subsp. acinacispinum H.Till & W.Till,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose,Gymnocalycium nigriareolatum Backeb.,Gymnocalycium nigriareolatum Backeb.
480979,Gymnocalycium catamarcense subsp. schmidianum H.Till & W.Till,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose,Gymnocalycium nigriareolatum Backeb.,Gymnocalycium nigriareolatum Backeb.
480981,Gymnocalycium ambatoense Piltz,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose,Gymnocalycium oenanthemum subsp. ambatoense (Piltz) Lodé,Gymnocalycium oenanthemum Backeb.
481280,Helianthemum canum var. canescens (Hartm.) Font Quer & Rothm.,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum (L.) Hornem.,Helianthemum oelandicum var. canescens (Hartm.) Fr.,Helianthemum oelandicum (L.) Dum.Cours.
481301,Helianthemum dichroum Kunze,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum (L.) Hornem.,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium (L.) Mill.
481319,Helianthemum marifolium var. grandiflorum (Willk.) O.Bolòs & Vigo,Helianthemum cinereum subsp. cinereum,Helianthemum cinereum subsp. cinereum,Helianthemum cinereum subsp. cinereum,Helianthemum cinereum (Cav.) Pers.,Helianthemum rotundifolium subsp. rotundifolium,Helianthemum rotundifolium Dunal
481341,Helianthemum nudicaule Dunal,Helianthemum croceum subsp. croceum,Helianthemum croceum subsp. croceum,Helianthemum croceum subsp. croceum,Helianthemum croceum (Desf.) Pers.,Helianthemum apenninum subsp. cavanillesianum (M.Laínz) G.López,Helianthemum apenninum (L.) Mill.
481414,Cistus punctatus Willd.,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium (L.) Mill.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.
481693,Heteropterys longifolia var. borealis Nied.,Heteropterys laurifolia var. laurifolia,Heteropterys laurifolia var. laurifolia,Heteropterys laurifolia var. laurifolia,Heteropterys laurifolia (L.) A.Juss.,Heteropterys platyptera DC.,Heteropterys platyptera DC.
481694,Heteropterys longifolia var. martinicensis Nied.,Heteropterys laurifolia var. laurifolia,Heteropterys laurifolia var. laurifolia,Heteropterys laurifolia var. laurifolia,Heteropterys laurifolia (L.) A.Juss.,Heteropterys platyptera DC.,Heteropterys platyptera DC.
481936,Hymenolobus puberulus (Rupr.) N.Busch,Hornungia procumbens subsp. procumbens,Hornungia procumbens subsp. procumbens,Hornungia procumbens subsp. procumbens,Hornungia procumbens (L.) Hayek,Hornungia puberula (Rupr.) D.A.German,Hornungia puberula (Rupr.) D.A.German
481990,Hydrangea scandens var. grosseserrata (Engl.) Hatus.,Hydrangea chinensis var. chinensis,Hydrangea chinensis var. chinensis,Hydrangea pottingeri Prain,Hydrangea pottingeri Prain,Hydrangea kawagoeana var. grosseserrata (Engl.) Hatus.,Hydrangea kawagoeana Koidz.
482320,Lepidium draba var. matritense (Pau) Thell.,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa Willd.,Lepidium draba L.,Lepidium draba L.
482347,Iberis timeroyi Jord.,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis timeroyi Jord.,Iberis timeroyi Jord.
482348,Iberis villarsii Jord.,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud,Iberis intermedia Guers.
482354,Iberis intermedia subsp. timeroyi (Jord.) Nyman,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis timeroyi Jord.,Iberis timeroyi Jord.
482367,Iberis linifolia subsp. timeroyi (Jord.) Moreno,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis timeroyi Jord.,Iberis timeroyi Jord.
482369,Iberis intermedia subsp. beugesiaca J.-M.Tison,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis intermedia subsp. beugesiaca J.-M.Tison,Iberis intermedia Guers.
482718,Rhinanthus crista-galli var. drummond-hayi F.B.White,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor L.,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus Chabert
482786,Oligosporus crithmifolius (L.) Poljakov,Artemisia dracunculus var. dracunculus,Artemisia dracunculus var. dracunculus,Artemisia dracunculus var. dracunculus,Artemisia dracunculus L.,Artemisia crithmifolia L.,Artemisia crithmifolia L.
482788,Oligosporus dracunculinus (S.Watson) Poljakov,Artemisia dracunculus var. dracunculus,Artemisia dracunculus var. dracunculus,Artemisia dracunculus var. dracunculus,Artemisia dracunculus L.,Artemisia glauca Pall. ex Willd.,Artemisia glauca Pall. ex Willd.
483187,Populus viminea Dum.Cours.,Populus nigra subsp. nigra,Populus nigra subsp. nigra,Populus nigra subsp. nigra,Populus nigra L.,Populus balsamifera L.,Populus balsamifera L.
483247,Salix hastata var. minor Hartm.,Salix hastata subsp. hastata,Salix hastata subsp. hastata,Salix hastata subsp. hastata,Salix hastata L.,Salix × finnmarchica Willd.,Salix × finnmarchica Willd.
483392,Salix cantabrica Rech.f.,Salix phylicifolia L.,Salix phylicifolia L.,Salix phylicifolia L.,Salix phylicifolia L.,Salix cantabrica Rech.f.,Salix cantabrica Rech.f.
483592,Chaetocrater capitatus Ruiz & Pav.,Casearia sylvestris subsp. sylvestris,Casearia sylvestris subsp. sylvestris,Casearia sylvestris subsp. sylvestris,Casearia sylvestris Sw.,Casearia arborea subsp. arborea,Casearia arborea (Rich.) Urb.
483654,Anthemis valentina L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale (Jacq.) Cass.,Anacyclus radiatus Loisel.,Anacyclus radiatus Loisel.
483854,Rubus foliolosus D.Don,Rubus niveus var. niveus,Rubus niveus var. niveus,Rubus niveus var. niveus,Rubus niveus Thunb.,Rubus pedunculosus D.Don,Rubus pedunculosus D.Don
483933,Crataegus coccinea var. ellwangeriana (Sarg.) Eggl.,Crataegus coccinea var. coccinea,Crataegus coccinea var. coccinea,Crataegus coccinea var. coccinea,Crataegus coccinea L.,Crataegus mollis var. mollis,Crataegus mollis (Torr. & A.Gray) Scheele
484095,Crataegus florifera var. celsa (Sarg.) Kruschke,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link,Crataegus florifera Sarg.,Crataegus florifera Sarg.
484102,Crataegus columbiana var. occidentalis (Britton) Dorn,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link,Crataegus macracantha (Lindl.) Lodd. ex Loudon,Crataegus macracantha (Lindl.) Lodd. ex Loudon
484108,Crataegus macracantha var. divida (Sarg.) Kruschke,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link,Crataegus macracantha (Lindl.) Lodd. ex Loudon,Crataegus macracantha (Lindl.) Lodd. ex Loudon
484116,Crataegus pisifera Sarg.,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link,Crataegus pisifera Sarg.,Crataegus pisifera Sarg.
484125,Crataegus succulenta var. occidentalis (Britton) E.J.Palmer,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link,Crataegus macracantha (Lindl.) Lodd. ex Loudon,Crataegus macracantha (Lindl.) Lodd. ex Loudon
484126,Crataegus succulenta var. pisifera (Sarg.) Kruschke,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta var. succulenta,Crataegus succulenta Schrad. ex Link,Crataegus pisifera Sarg.,Crataegus pisifera Sarg.
484312,Malus sylvestris var. eleyi (Bean) L.H.Bailey,Malus sylvestris var. sylvestris,Malus sylvestris var. sylvestris,Malus sylvestris var. sylvestris,Malus sylvestris (L.) Mill.,Malus × eleyi (Bean) Hesse,Malus × eleyi (Bean) Hesse
484314,Malus sylvestris var. lemoinei (Lemoine) L.H.Bailey,Malus sylvestris var. sylvestris,Malus sylvestris var. sylvestris,Malus sylvestris var. sylvestris,Malus sylvestris (L.) Mill.,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea (A.Barbier) Rehder
484350,Potentilla alchemilloides Willd. ex D.F.K.Schltdl.,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides Lapeyr.,Potentilla geranioides var. geranioides,Potentilla geranioides Willd.
484658,Pygeum persimile Kurz,Prunus arborea var. arborea,Prunus arborea var. arborea,Prunus arborea var. arborea,Prunus arborea (Blume) Kalkman,Prunus grisea var. tomentosa (Koord. & Valeton) Kalkman,Prunus grisea (Blume ex Müll.Berol.) Kalkman
485062,Pyrus communis var. microcarpa Cout.,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis L.,Pyrus cordata Desv.,Pyrus cordata Desv.
485269,Rosa multiflora var. formosana Cardot,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora Thunb.,Rosa transmorrisonensis Hayata,Rosa transmorrisonensis Hayata
485448,Rosa spinosissima var. glandulosa (Bellardi) Heinr.Braun,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima L.,Rosa pendulina L.,Rosa pendulina L.
486414,Cirsium ochrocentrum var. townsendii Petr.,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum A.Gray,Cirsium townsendii (Petr.) G.L.Nesom,Cirsium townsendii (Petr.) G.L.Nesom
486635,Picridium ligulatum Kunze,Reichardia ligulata var. ligulata,Reichardia ligulata var. ligulata,Reichardia ligulata var. ligulata,Reichardia ligulata (Vent.) G.Kunkel & Sunding,Reichardia tingitana var. tingitana,Reichardia tingitana (L.) Roth
487542,Erigeron villarsii proles mixtus (Arv.-Touv.) Rouy,Erigeron atticus var. atticus,Erigeron atticus var. atticus,Erigeron atticus var. atticus,Erigeron atticus Vill.,Erigeron schleicheri Gremli,Erigeron schleicheri Gremli
487667,"Achillea gussonei Ces., Pass. & Gibelli",Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia (Willd.) Guss.,"Anthemis pseudoabrotanifolia C.Brullo, Brullo & Giusso","Anthemis pseudoabrotanifolia C.Brullo, Brullo & Giusso"
491544,Spiraea japonica subvar. brevistyla (Hayata) Masam.,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola Hayata,Spiraea japonica var. formosana (Hayata) Masam.,Spiraea japonica L.f.
491752,Echinopsis klingleriana Cárdenas,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum (K.Schum.) Schlumpb.,Acanthocalycium klinglerianum (Cárdenas) Lodé,Acanthocalycium klinglerianum (Cárdenas) Lodé
491846,Hieracium gothicum subsp. tenuiceps Dahlst.,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum Willd.,Hieracium tenuiceps (Dahlst.) Brenner,Hieracium tenuiceps (Dahlst.) Brenner
492033,Hieracium inuliflorum subsp. subinuliflorum de Retz,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,"Hieracium candidum subsp. subinuliflorum (de Retz) Mateo, Egido & Gómiz",Hieracium candidum Scheele
492263,Hieracium bifidum subsp. caesiiceps (Brenner) Zahn,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium bifidum subsp. caesiiflorum (Norrl.) Zahn,Hieracium bifidum Kit. ex Hornem.
