,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
155009,Phalaris arundinacea var. rotgesii (Husn.) Litard.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris rotgesii (Husn.) Litard.
155010,Typhoides arundinacea subsp. rotgesii (Husn.) Gamisans,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris rotgesii (Husn.) Litard.
155011,Phalaris arundinacea subsp. rotgesii (Husn.) Kerguélen,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris rotgesii (Husn.) Litard.
155012,Phalaris rotgesii (Husn.) Litard.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris rotgesii (Husn.) Litard.
155013,Phalaroides rotgesii (Husn.) Holub,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris rotgesii (Husn.) Litard.
155221,Cirsium × grandiflorum var. gerhardtii (Sch.Bip.) Rouy,"× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo","× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo",,
155306,Ptilagrostis tibetica (Mez) Tzvelev,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis tibetica (Mez) Tzvelev
155433,Minuartia leptophylla (Rchb.) Dvořáková,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,"Sabulina glaucina subsp. leptophylla (Rchb.) Nunvářová Kabátová, Chrtek f., Kolář & Lipánová"
155457,Minuartia verna var. leptophylla (Rchb.) Nakai,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,"Sabulina glaucina subsp. leptophylla (Rchb.) Nunvářová Kabátová, Chrtek f., Kolář & Lipánová"
157368,Angelica hirsuta Chapm.,Angelica venenosa (Greenway) Fernald,Angelica venenosa (Greenway) Fernald,Angelica venenosa (Greenway) Fernald,Angelica venenosa subsp. venenosa
159074,Anemia humilis (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.
159075,Anemia oblongifolia var. humilis (Cav.) Baker,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia humilis (Cav.) Sw.
159748,Hepatica nobilis f. cahnae (Farw.) Steyerm.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana var. americana
159953,Prunus spinosa proles amelanchierflora (Paill.) Rouy & E.G.Camus,Prunus spinosa L.,Prunus spinosa L.,Prunus spinosa L.,Prunus × fruticans Weihe
159964,Pilosella schultesii subsp. glaucoviridis (Nägeli & Peter) Soják,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii subsp. schultesii
160042,Pilosella schultesii subsp. atra (Nägeli & Peter) Soják,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii subsp. schultesii
160043,Pilosella schultesii subsp. holubyana (Nägeli & Peter) Soják,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii subsp. schultesii
160455,Ribes leptosmum (Coville) Standl.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
160456,Ribes menziesii var. leptosmum (Coville) Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
161551,"× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo","× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo","× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo",,
162879,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,,
163382,Lupinus arcticus var. subalpinus (Piper & B.L.Rob.) C.P.Sm.,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,,
163383,Lupinus latifolius var. subalpinus (Piper & B.L.Rob.) C.P.Sm.,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,Lupinus arcticus subsp. subalpinus (Piper & B.L.Rob.) D.B.Dunn,,
163706,Microschizaea robusta (Baker) C.F.Reed,Schizaea malaccana var. robustior C.Chr.,Schizaea malaccana var. robustior C.Chr.,Schizaea hallieri A.Richter,Schizaea robusta Baker
164059,Rosa canina var. rufescens P.V.Heath,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard,
164517,Rosa tomentosa var. intermedia Crép.,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Rosa tomentosa Sm.,Rosa multiflora var. multiflora
164614,Sorbus densiflora (Spach) Heynh.,Aronia arbutifolia (L.) Pers.,Aronia arbutifolia (L.) Pers.,Aronia arbutifolia (L.) Pers.,Aria edulis (Willd.) M.Roem.
164615,Pyrus densiflora (Spach) Steud.,Aronia arbutifolia (L.) Pers.,Aronia arbutifolia (L.) Pers.,Aronia arbutifolia (L.) Pers.,Aria edulis (Willd.) M.Roem.
164954,Phenax neilgherrensis (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. neilgherrensis (Wight) Pusalkar & Ingle
164956,Pouzolzia wightii var. neilgherrensis (Wight) Hook.f.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. neilgherrensis (Wight) Pusalkar & Ingle
165582,Cleisostoma flagellare (Schltr.) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum
165681,Mammillaria radiosa f. chlorantha (Engelm.) Schelle,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora chlorantha (Engelm.) Stock
165682,Mammillaria vivipara var. chlorantha (Engelm.) L.D.Benson,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora chlorantha (Engelm.) Stock
165702,Cactus radiosus var. chloranthus (Engelm.) J.M.Coult.,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora chlorantha (Engelm.) Stock
165749,Coryphantha chlorantha (Engelm.) Britton & Rose,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora chlorantha (Engelm.) Stock
165800,Hieracium compositum subsp. catalaunicum (Arv.-Touv. & Gaut.) Zahn,Hieracium nobile Gren.,Hieracium nobile Gren.,Hieracium nobile Gren.,Hieracium nobile subsp. nobile
167385,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,,
168272,Tridentopsis mutica var. elongata (Buckley) P.M.Peterson & Romasch.,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis elongata (Buckley) Wipff & Weakley
168377,Sieglingia elongata (Buckley) Nash,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis elongata (Buckley) Wipff & Weakley
168488,Tricuspis elongata (Buckley) A.Heller,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis elongata (Buckley) Wipff & Weakley
168489,Tridens elongatus (Buckley) Nash,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis elongata (Buckley) Wipff & Weakley
168490,Tridens muticus var. elongatus (Buckley) Shinners,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis elongata (Buckley) Wipff & Weakley
168491,Triodia elongata (Buckley) Bush,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis mutica (Torr.) P.M.Peterson,Tridentopsis elongata (Buckley) Wipff & Weakley
168634,Echinospermum heterocaryum Bunge,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,,
168731,Heterocaryum szovitsianum var. rigidum (A.DC.) Y.J.Nasir,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,Pseudoheterocaryum rigidum (A.DC.) Kaz.Osaloo & Saadati,,
168738,Crepidomanes pervenulosum (Alderw.) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes parvifolium (Baker) Copel.,Trichomanes pervenulosum Alderw.
168909,Gonostegia neilgherrensis (Wight) Miq.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. neilgherrensis (Wight) Pusalkar & Ingle
168925,Memorialis neilgherrensis (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. neilgherrensis (Wight) Pusalkar & Ingle
168995,Cerastium dinaricum var. hekuravense (Jáv.) Niketić,Cerastium dinaricum Beck & Szyszył.,Cerastium dinaricum Beck & Szyszył.,Cerastium dinaricum Beck & Szyszył.,Cerastium hekuravense Jáv.
169285,Escobaria chlorantha (Engelm.) Buxb.,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora dasyacantha subsp. dasyacantha,Pelecyphora chlorantha (Engelm.) Stock
169700,Oxytropis leucantha var. depressa (Rydb.) B.Boivin,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh
169929,Elatostema monandrum f. pinnatifidum (Hook.f.) H.Hara,Elatostema monandrum var. monandrum,Elatostema monandrum var. monandrum,Elatostema monandrum var. monandrum,Elatostema monandrum var. pinnatifidum (Hook.f.) Murti
169930,Elatostema monandrum var. pinnatifidum (Hook.f.) Murti,Elatostema monandrum var. monandrum,Elatostema monandrum var. monandrum,Elatostema monandrum var. monandrum,Elatostema monandrum var. pinnatifidum (Hook.f.) Murti
172055,"Calymmanthera aymardii (N.Hallé) M.A.Clem., D.L.Jones & D.P.Banks",Gunnarella aymardii (N.Hallé) Senghas,Gunnarella aymardii (N.Hallé) Senghas,,
172186,Pulsatilla alpina subsp. alba Zämelis & Paegle,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii (Ullep.) Skalický,Pulsatilla scherfelii subsp. scherfelii
172820,Katherinea perakensis (Hook.f.) A.D.Hawkes,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.
172821,Callista perakensis (Hook.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.
172822,Sarcopodium perakense (Hook.f.) Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.
172823,"Eria vaginata (Breda, Kuhl & Hasselt) Benth.",Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.
173553,Pentaphragma poilanei (Gagnep.) Gagnep.,Pentaphragma sinense Hemsl. & E.H.Wilson,Pentaphragma sinense Hemsl. & E.H.Wilson,Pentaphragma sinense Hemsl. & E.H.Wilson,Pentaphragma poilanei (Gagnep.) Gagnep.
173591,Lupinus subvexus var. barbatissimus (C.P.Sm.) C.P.Sm.,Lupinus microcarpus Sims,Lupinus microcarpus Sims,Lupinus microcarpus Sims,Lupinus microcarpus var. microcarpus
174439,Stellaris corymbosa (Gaterau) Moench,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum subsp. umbellatum
175843,Cystium boiseanum (A.Nelson) Rydb.,Astragalus eremiticus E.Sheld.,Astragalus eremiticus E.Sheld.,Astragalus eremiticus E.Sheld.,Astragalus eremiticus var. eremiticus
176013,Cratylia pauciflora (Rusby) Harms,Cratylia argentea (Desv.) Kuntze,Cratylia argentea (Desv.) Kuntze,Cratylia argentea (Desv.) Kuntze,Cratylia pauciflora (Rusby) Harms
176315,Sempervivum × fauconnettii var. flavipilum (Hausm. ex Saut.) G.D.Rowley,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum Scheele,Sempervivum × alatum nothosubsp. alatum
177184,Gunnarella aymardii (N.Hallé) Senghas,Gunnarella aymardii (N.Hallé) Senghas,Gunnarella aymardii (N.Hallé) Senghas,,
177953,Colutea paulsenii subsp. orbiculata (Sumnev.) Yakovlev,Colutea paulsenii subsp. orbiculata (Sumnev.) Yakovlev,Colutea paulsenii subsp. orbiculata (Sumnev.) Yakovlev,,
178435,Schinus andina var. subtridentata (Kuntze) F.A.Barkley,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus subtridentata (Kuntze) Silva-Luz
180198,Pilosella flagellaris subsp. hahnii (Zahn) Soják,Pilosella flagellaris (Willd.) Arv.-Touv.,Pilosella flagellaris (Willd.) Arv.-Touv.,Pilosella flagellaris (Willd.) Arv.-Touv.,Pilosella flagellaris subsp. flagellaris
180270,Rubus sanctus ulmifolius (Schott) Kuntze,Rubus creticus Tourn. ex L.,Rubus creticus Tourn. ex L.,Rubus creticus Tourn. ex L.,Rubus ulmifolius Schott
181715,Cleisostoma flagelliforme (Rolfe ex Downie) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum
181812,Chamaesphacos brahuicus (Boiss.) Aitch. & Hemsl.,Thuspeinanta brahuica (Boiss.) Briq.,Thuspeinanta brahuica (Boiss.) Briq.,,
183112,Thuspeinanta brahuica (Boiss.) Briq.,Thuspeinanta brahuica (Boiss.) Briq.,Thuspeinanta brahuica (Boiss.) Briq.,,
184603,Delphinium peregrinum var. obcordatum (DC.) Huth,Delphinium ambiguum L.,Delphinium ambiguum L.,Delphinium ajacis L.,Delphinium obcordatum DC.
184926,Stichorkis pendula (Pfitzer) Pfitzer,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora (Blume) Lindl.,Liparis viridiflora subsp. viridiflora
185187,Alsine tenuifolia var. laxa (Jord.) Willk.,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. laxa (Jord.) Garraud & J.-M.Tison
185189,Minuartia tenuifolia var. laxa (Jord.) Schinz & R.Keller,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. laxa (Jord.) Garraud & J.-M.Tison
185193,Minuartia hybrida subsp. laxa (Jord.) Jauzein,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. tenuifolia,Sabulina tenuifolia subsp. laxa (Jord.) Garraud & J.-M.Tison
185204,Polygonum oedocarpum (Lindm.) P.D.Sell,Polygonum aviculare subsp. neglectum (Besser) Arcang.,Polygonum aviculare subsp. neglectum (Besser) Arcang.,Polygonum aviculare subsp. neglectum (Besser) Arcang.,Polygonum boreale (Lange) Small
185205,Polygonum aviculare var. oedocarpum (Lindm.) Dostál,Polygonum aviculare subsp. neglectum (Besser) Arcang.,Polygonum aviculare subsp. neglectum (Besser) Arcang.,Polygonum aviculare subsp. neglectum (Besser) Arcang.,Polygonum boreale (Lange) Small
187015,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella var. cambrensis (R.H.Roberts) R.M.Bateman & Denholm
190261,Alsine tenuifolia subsp. confertiflora (Fenzl) Murb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea subsp. mediterranea
190299,Minuartia tenuifolia subsp. confertiflora (Fenzl) Briq.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea subsp. mediterranea
190300,Minuartia viscosa subsp. confertiflora (Fenzl) Breistr.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea subsp. mediterranea
190687,Rubus rivularis var. subcollinus (Kupcsok) Sudre,Rubus rivularis Wirtg. & P.J.Müll.,Rubus rivularis Wirtg. & P.J.Müll.,Rubus rivularis Wirtg. & P.J.Müll.,
190893,Dactylorhiza × formosa Soó,Dactylorhiza × formosa Soó,Dactylorhiza × formosa Soó,,
192933,Panicum depauperatum var. perlongum (Nash) B.Boivin,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium perlongum (Nash) Freckmann
192934,Dichanthelium perlongum (Nash) Freckmann,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium perlongum (Nash) Freckmann
193057,Panicum strictum var. perlongum (Nash) Farw.,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium linearifolium (Scribn.) Gould,Dichanthelium perlongum (Nash) Freckmann
193138,Sorbus thuringiaca subsp. boscii (Vivant ex Gamisans) Lambinon & Kerguélen,Hedlundia thuringiaca (Nyman) Sennikov & Kurtto,Hedlundia thuringiaca (Nyman) Sennikov & Kurtto,Hedlundia thuringiaca (Nyman) Sennikov & Kurtto,
193425,Rubus radula subsp. uncinatus (P.J.Müll.) Boulay,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus uncinatus P.J.Müll.
193426,Rubus radula var. uncinatus (P.J.Müll.) Nyár.,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus uncinatus P.J.Müll.
194356,Dactylorhiza traunsteinerioides var. francis-drucei (Wilmott) F.M.Vázquez,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei (Wilmott) Aver.
194357,Dactylorhiza traunsteineri subsp. francis-drucei (Wilmott) Soó,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei (Wilmott) Aver.
194358,Dactylorhiza majalis var. francis-drucei (Wilmott) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei (Wilmott) Aver.
194359,Dactylorhiza traunsteinerioides subsp. francis-drucei (Wilmott) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei (Wilmott) Aver.
194360,Dactylorhiza francis-drucei (Wilmott) Aver.,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei (Wilmott) Aver.
194931,Crepidomanes clarenceanum (F.Ballard) Pic.Serm.,Trichomanes melanotrichum Schltdl.,Trichomanes melanotrichum Schltdl.,Trichomanes melanotrichum Schltdl.,Trichomanes clarenceanum F.Ballard
195771,Minuartia mediterranea var. confertiflora (Fenzl) Molero,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea subsp. mediterranea
195808,Dionysia cespitosa subsp. bolivarii (Pau) Grey-Wilson,Dionysia cespitosa (Duby) Boiss.,Dionysia cespitosa (Duby) Boiss.,Dionysia cespitosa (Duby) Boiss.,Dionysia cespitosa subsp. cespitosa
196236,Molinia caerulea var. sylvatica Dur.-Duq.,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
196611,Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus obtusus (Royle) Hand.-Mazz.
197055,Dactylorhiza × carnea Soó,Dactylorhiza × claudiopolitana nothosubsp. carnea (Soó) Oddone,Dactylorhiza × claudiopolitana nothosubsp. carnea (Soó) Oddone,,
197387,Dichanthelium pedicellatum Gould,Dichanthelium transiens (Swallen) Sánchez-Ken,Dichanthelium transiens (Swallen) Sánchez-Ken,Dichanthelium transiens (Swallen) Sánchez-Ken,Dichanthelium pedicellatum Gould
197566,Dactylorhiza majalis var. brevifolia (Rchb.f.) Kreutz,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella var. purpurella
197567,Dactylorhiza cruenta var. brevifolia (Rchb.f.) Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella var. purpurella
197796,Dactylorhiza traunsteinerioides var. ebudensis (Wief. ex R.M.Bateman & Denholm) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei var. ebudensis (Wief. ex R.M.Bateman & Denholm) R.M.Bateman & Denholm
197797,Dactylorhiza ebudensis (Wief. ex R.M.Bateman & Denholm) P.Delforge,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei var. ebudensis (Wief. ex R.M.Bateman & Denholm) R.M.Bateman & Denholm
197798,Dactylorhiza majalis subsp. ebudensis (Wief. ex R.M.Bateman & Denholm) M.R.Lowe,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei subsp. traunsteinerioides (Pugsley) R.M.Bateman & Denholm,Dactylorhiza francis-drucei var. ebudensis (Wief. ex R.M.Bateman & Denholm) R.M.Bateman & Denholm
197865,Kohlrauschia saxifraga (L.) Dandy,Petrorhagia saxifraga subsp. saxifraga,Petrorhagia saxifraga subsp. saxifraga,Petrorhagia saxifraga subsp. saxifraga,Petrorhagia saxifraga (L.) Link
