,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
30071,Epipactis sancta (P.Delforge) P.Delforge,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis subsp. sancta (P.Delforge) Kreutz
30072,Epipactis dunensis var. tynensis (Kreutz) P.Delforge,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery,Epipactis dunensis subsp. dunensis
30504,Eucalyptus subcaerulea K.D.Hill,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus subcaerulea K.D.Hill
30506,Eucalyptus alba var. australasica Blakely & Jacobs,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba var. australasica Blakely & Jacobs
30507,Eucalyptus leucadendron Reinw. ex de Vriese,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba Reinw. ex Blume,Eucalyptus alba var. alba
30581,Eucalyptus caesia subsp. magna Brooker & Hopper,Eucalyptus caesia Benth.,Eucalyptus caesia Benth.,Eucalyptus caesia Benth.,Eucalyptus caesia subsp. magna Brooker & Hopper
30789,Eucalyptus leptophylla var. floribunda Blakely,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus efflorescens L.A.S.Johnson & K.D.Hill ex D.Nicolle & M.E.French
30908,Eucalyptus fergusonii R.T.Baker,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus fergusonii R.T.Baker
30909,Eucalyptus fergusonii subsp. dorsiventralis L.A.S.Johnson & K.D.Hill,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus fergusonii subsp. dorsiventralis L.A.S.Johnson & K.D.Hill
30974,Melaleuca gummifera Steud.,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera subsp. resinifera
30976,Eucalyptus resinifera var. grandiflora Benth.,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera subsp. resinifera
30977,Eucalyptus hemilampra F.Muell.,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera J.White,Eucalyptus resinifera subsp. hemilampra (F.Muell.) L.A.S.Johnson & K.D.Hill
31032,Eucalyptus pseudoglobulus Naudin ex Maiden,Eucalyptus stjohnii (F.Muell. ex R.T.Baker) R.T.Baker,Eucalyptus stjohnii (F.Muell. ex R.T.Baker) R.T.Baker,,Eucalyptus pseudoglobulus Naudin ex Maiden
31037,Eucalyptus spectatrix L.A.S.Johnson & Blaxell,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus spectatrix L.A.S.Johnson & Blaxell
31096,Eucalyptus aenea K.D.Hill,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus aenea K.D.Hill
31805,Eugenia pisonis O.Berg,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia pisonis O.Berg
32117,Eugenia doniana O.Berg,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Myrcia doniana O.Berg
33802,Euphorbia bergeriana Dinter,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. gariepina
33840,Euphorbia schaeferi Dinter,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. balsamea (Welw. ex Hiern) L.C.Leach,Euphorbia gariepina subsp. gariepina
34438,Euphorbia latimammillaris Croizat,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia pseudoglobosa subsp. nesemannii (R.A.Dyer) Bruyns
34462,Euphorbia currorii N.E.Br.,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia currorii N.E.Br.
34644,Euphorbia cucumerina Willd.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia polygona Haw.
34678,Euphorbia peplus var. amponitana Sennen,Euphorbia peplus L.,Euphorbia peplus L.,Euphorbia peplus L.,Euphorbia peplus var. peplus
34870,Euphorbia imbricata f. parvifolia Willk.,Euphorbia pithyusa L.,Euphorbia pithyusa L.,Euphorbia pithyusa L.,Euphorbia pithyusa subsp. pithyusa
36106,Faramea tenuifolia Rusby,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea tenuifolia Rusby
36109,Faramea cyanea Müll.Arg.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea hyacinthina Mart.
37598,Galium verum var. vulgare Hartm.,Galium verum L.,Galium verum L.,Galium verum L.,Galium verum subsp. verum
37749,Gastrodia foetida Koidz.,Gastrodia nipponica (Honda) Tuyama,Gastrodia nipponica (Honda) Tuyama,Gastrodia nipponica (Honda) Tuyama,Gastrodia foetida Koidz.
38995,"Calymmanthera aymardii (N.Hallé) M.A.Clem., D.L.Jones & D.P.Banks",Gunnarella aymardii (N.Hallé) Senghas,Gunnarella aymardii (N.Hallé) Senghas,,
38996,Chamaeanthus aymardii N.Hallé,Gunnarella aymardii (N.Hallé) Senghas,Gunnarella aymardii (N.Hallé) Senghas,,
40049,Habenaria ventricosa Frapp. ex Cordem.,Habenaria ventricosa Frapp. ex Cordem.,Habenaria ventricosa Frapp. ex Cordem.,,
40520,Hemiandra linearis Benth.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.
40521,Hemiandra longifolia Bartl.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.
40528,Hemiandra pungens var. grandiflora Benth.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.
40530,Hemiandra pungens var. linearis (Benth.) Ostenf.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.
41315,Homalomena tonkinensis Engl.,Homalomena cochinchinensis Engl.,Homalomena cochinchinensis Engl.,Homalomena occulta (Lour.) Schott,Homalomena tonkinensis Engl.
42035,Hyssopus ambiguus (Trautv.) Iljin ex Prochorov. & Lebel,Hyssopus ambiguus (Trautv.) Iljin ex Prochorov. & Lebel,Hyssopus ambiguus (Trautv.) Iljin ex Prochorov. & Lebel,,
42036,Hyssopus officinalis var. ambiguus Trautv.,Hyssopus ambiguus (Trautv.) Iljin ex Prochorov. & Lebel,Hyssopus ambiguus (Trautv.) Iljin ex Prochorov. & Lebel,,
42041,Hyssopus officinalis var. maroccanus Litard. & Maire,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,,
42042,Hyssopus officinalis var. pilifer Pant.,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,,
42043,Hyssopus officinalis proles aristatus (Godr.) Rouy,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,,
42044,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,,
42045,Hyssopus aristatus Godr.,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,,
42046,Hyssopus officinalis var. aristatus (Godr.) Briq.,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,Hyssopus officinalis subsp. aristatus (Godr.) Nyman,,
42047,Hyssopus officinalis subsp. austro-oranensis Maire,Hyssopus officinalis subsp. austro-oranensis Maire,Hyssopus officinalis subsp. austro-oranensis Maire,,
42048,Hyssopus officinalis var. canescens DC.,Hyssopus officinalis subsp. canescens (DC.) Nyman,Hyssopus officinalis subsp. canescens (DC.) Nyman,,
42049,Hyssopus cinerascens Jord. & Fourr.,Hyssopus officinalis subsp. canescens (DC.) Nyman,Hyssopus officinalis subsp. canescens (DC.) Nyman,,
42050,Hyssopus cinereus Pau,Hyssopus officinalis subsp. canescens (DC.) Nyman,Hyssopus officinalis subsp. canescens (DC.) Nyman,,
42051,Hyssopus officinalis var. stenothix Briq.,Hyssopus officinalis subsp. canescens (DC.) Nyman,Hyssopus officinalis subsp. canescens (DC.) Nyman,,
42122,Iguanura polymorpha var. canina Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura divergens Hodel
43374,Kohautia latibrachiata Bremek.,Kohautia caespitosa subsp. caespitosa,Kohautia caespitosa subsp. caespitosa,Kohautia caespitosa subsp. caespitosa,Kohautia caespitosa subsp. brachyloba (Sond.) Mantell
43463,Korthalsia scaphigera Mart.,Korthalsia rostrata Blume,Korthalsia rostrata Blume,Korthalsia rostrata Blume,Korthalsia laciniosa (Griff.) Mart.
43879,Lamium purpureum f. albiflora Gérard,Lamium purpureum L.,Lamium purpureum L.,Lamium purpureum L.,Lamium purpureum var. purpureum
44118,Lantana sellowiana f. planifolia Cham.,Lantana montevidensis (Spreng.) Briq.,Lantana montevidensis (Spreng.) Briq.,Lantana montevidensis (Spreng.) Briq.,Lantana planifolia (Cham.) Briq.
44245,Lasianthus longisepalus E.T.Geddes,Lasianthus chevalieri Pit.,Lasianthus chevalieri Pit.,Lasianthus chevalieri Pit.,Lasianthus chevalieri subsp. chevalieri
44246,Lasianthus longisepalus var. jianfengensis H.S.Lo,Lasianthus chevalieri Pit.,Lasianthus chevalieri Pit.,Lasianthus chevalieri Pit.,Lasianthus chevalieri subsp. chevalieri
44878,Lepanthes doloma Luer & R.Vásquez,Lepanthes intonsa Luer,Lepanthes intonsa Luer,Lepanthes intonsa Luer,Lepanthes doloma Luer & R.Vásquez
45348,Leptospermum scoparium var. incanum Cackayne,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum hoipolloi f. incanum (Cackayne) de Lange & L.M.H.Schmid
46586,Lophanthus varzobicus Kochk.,Lophanthus varzobicus Kochk.,Lophanthus varzobicus Kochk.,,
48079,Cameraria guianensis Aubl.,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia guianensis (Aubl.) Miers
48086,Malouetia guianensis (Aubl.) Miers,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia guianensis (Aubl.) Miers
52458,Sideroxylon rugosum var. parviflorum Miq.,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis melinoniana Pierre
52830,Monarda malloryi Gilly,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda malloryi Gilly
52835,Monarda mexicana Epling,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda mexicana Epling
52920,Monardella parvifolia Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling
52921,Monardella rubella Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella rubella Greene
52922,Monardella muriculata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling
52924,Madronella modocensis (Greene) Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella modocensis Greene
52927,Monardella ovata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella ovata Greene
52928,Monardella modocensis Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella modocensis Greene
52930,Monardella ingrata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling
53289,Nothomyrcia Kausel,Myrceugenia O.Berg,Myrceugenia O.Berg,Myrceugenia O.Berg,Nothomyrcia Kausel
54087,Myrtus communis var. adrianii Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54088,Myrtus communis var. jonssetii Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54089,Myrtus communis f. baetica (L.) Cout.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54090,Myrtus communis var. balearicus Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54091,Myrtus communis f. belgica (L.) Cout.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54092,Myrtus communis var. bercialis Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54093,Myrtus communis var. camboanus Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54094,Myrtus communis var. eugeniae Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54095,Myrtus communis var. gallachi Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54096,Myrtus communis var. gausseni Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54097,Myrtus communis var. gibertii Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54098,Myrtus communis var. latifolia Willk.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54099,Myrtus communis subsp. lusitanica (L.) Arcang.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54100,Myrtus communis f. lusitanica (L.) Cout.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54101,Myrtus communis var. macrocarpa Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54102,Myrtus communis var. melanocarpa DC.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54103,Myrtus communis var. microphylla Willk.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54104,Myrtus communis var. morawieskiana Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54105,Myrtus communis var. rodesii Sennen & Malag.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54106,Myrtus communis var. soleri Sennen,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
54107,Myrtus communis f. tarentinus (L.) Cout.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. tarentina (L.) Nyman
54108,Myrtus communis var. theodori Sennen & Malag.,Myrtus communis L.,Myrtus communis L.,Myrtus communis L.,Myrtus communis subsp. communis
56058,Angraecum pescatorianum Lindl.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Listrostachys pertusa (Lindl.) Rchb.f.
56914,Ophrys lutea subsp. melena Renz,Ophrys lutea subsp. melena Renz,Ophrys lutea subsp. melena Renz,,
56915,Ophrys galilaea subsp. melena (Renz) Del Prete,Ophrys lutea subsp. melena Renz,Ophrys lutea subsp. melena Renz,,
56916,Ophrys melena (Renz) Paulus & Gack,Ophrys lutea subsp. melena Renz,Ophrys lutea subsp. melena Renz,,
56917,Ophrys praemelena S.Hertel & Presser,Ophrys lutea subsp. melena Renz,Ophrys lutea subsp. melena Renz,,
57271,Orchis militaris var. galeata (Poir.) Lindl.,Orchis militaris L.,Orchis militaris L.,Orchis militaris L.,Orchis militaris subsp. militaris
59070,Baconia montana Hook.f.,Pavetta hookeriana var. hookeriana,Pavetta hookeriana var. hookeriana,Pavetta hookeriana var. hookeriana,Pavetta hookeriana Hiern
59191,Pavetta hirtiflora Bremek.,Pavetta trichardtensis Bremek.,Pavetta trichardtensis Bremek.,Pavetta trichardtensis Bremek.,Pavetta trichardtensis var. trichardtensis
59192,Pavetta zoutpansbergensis Bremek.,Pavetta trichardtensis Bremek.,Pavetta trichardtensis Bremek.,Pavetta trichardtensis Bremek.,Pavetta trichardtensis var. trichardtensis
60375,Eria matthewsii Rchb.f.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia matthewsii Rchb.f.
62138,Platanthera bifolia f. anomala Neuman,Platanthera bifolia (L.) Rich.,Platanthera bifolia (L.) Rich.,Platanthera bifolia (L.) Rich.,Platanthera bifolia subsp. bifolia
62152,"Platanthera lesbiaca Devillers-Tersch., Devillers, Dedroog, Baeten & Flausch",Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera holmboei H.Lindb.
64165,Lucuma cuprea Urb. & Ekman,Pouteria dominigensis subsp. cuprea (Urb. & Ekman) T.D.Penn.,Pouteria dominigensis subsp. cuprea (Urb. & Ekman) T.D.Penn.,,
64991,Promenaea citrina W.Bull ex Regel,Promenaea rollissonii (Lindl.) Lindl.,Promenaea rollissonii (Lindl.) Lindl.,Promenaea stapelioides subsp. rollissonii (Lindl.) Meneguzzo,Promenaea stapelioides subsp. xanthina (Lindl.) Meneguzzo
65275,Prunella vulgaris var. nemoralis H.Post,Prunella vulgaris L.,Prunella vulgaris L.,Prunella vulgaris L.,Prunella vulgaris subsp. vulgaris
66687,Uragoga pobeguinii De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria mildbraedii (K.Krause) O.Lachenaud
66695,Uragoga multinervata De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria mildbraedii (K.Krause) O.Lachenaud
66699,Uragoga gumola De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria mildbraedii (K.Krause) O.Lachenaud
66703,Uragoga densifolia De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria mildbraedii (K.Krause) O.Lachenaud
66710,Uragoga seretii De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria mildbraedii (K.Krause) O.Lachenaud
67371,Actinophloeus hospitus Burret,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma cuneatum (Burret) Burret
67385,Drymophloeus propinquus var. keiensis Becc.,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli
67386,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli
67757,Quercus cypri Kotschy ex A.DC.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus infectoria subsp. veneris (A.Kern.) Meikle
68019,Quercus semiserrata var. mannii Hook.f.,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus semiserrata var. mannii Hook.f.
68281,Quercus pedunculata var. csatoi (Borbás) Nyman,Quercus × kerneri nothosubsp. kerneri,Quercus × kerneri nothosubsp. kerneri,Quercus × kerneri nothosubsp. kerneri,
68434,Quercus neoplatyphylla A.Camus,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus neoplatyphylla A.Camus
68435,Quercus platyphylla E.F.Warb.,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus neoplatyphylla A.Camus
68798,Quercus coccifera subsp. mesto (Boiss.) Nyman,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68799,Quercus mesto Boiss.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68801,Quercus coccifera f. lanceolata Cout.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68802,Quercus coccifera f. latifolia Trab.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68803,Quercus coccifera f. laxispinosa Cout.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68805,Quercus coccifera var. imbricata A.DC.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68806,Quercus coccifera f. densispinosa Cout.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68807,Quercus coccifera var. brachycarpa Willk.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
68808,Quercus coccifera f. subintegrifolia Cout.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera Desf.,Quercus pseudococcifera subsp. pseudococcifera
